Hand,Battles,Winrate
BroodLord/WidowMine,2,0.5
Mutalisk/SwarmHostBurrowed,21,0.5
Battlecruiser/Roach,20,0.5
Colossus/Thor,6,0.5
HighTemplar/Hydralisk,25,0.5
Battlecruiser/Thor,4,0.5
Ghost/Oracle,23,0.5
Corruptor/Marine,25,0.5
Carrier/Ultralisk,36,0.5
Tempest/Zergling,27,0.5
Lurker/Roach,7,0.5
Raven/WidowMine,2,0.5
Liberator/Tempest,16,0.5
Ghost/Reaper,14,0.5
Lurker/Zealot,4,0.5
Baneling/Lurker,6,0.5
Ghost/Mothership,19,0.5
SiegeTank/ThorAP,6,0.5
BroodLord/Mutalisk,21,0.5
Mothership/Ravager,7,0.5
Corruptor/Oracle,30,0.5
Immortal/Oracle,24,0.5
Archon/BattleHellion,18,0.5
SiegeTank/Thor,2,0.5
Oracle/SiegeTankSieged,2,0.5
BroodLord/LiberatorAG,4,0.5
Adept/Corruptor,18,0.5
Reaper/Thor,4,0.5
Hydralisk/LiberatorAG,5,0.5
Liberator/SiegeTankSieged,3,0.5
Banshee/SiegeTank,1,0.5
Adept/SiegeTank,3,0.5
LiberatorAG/Oracle,3,0.5
VikingAssault/WidowMineBurrowed,8,0.5
Infestor/LiberatorAG,1,0.5
SwarmHostBurrowed/Thor,4,0.5
Carrier/SCV,1,0.5
Phoenix/Probe,1,0.5
Probe/VoidRay,2,0.5
Infestor/Overlord,1,0.5
Drone/Marine,2,0.5
Marauder/Overlord,2,0.5
Archon/Medivac,2,0.5
LiberatorAG/Overlord,1,0.5
Overlord/Zergling,1,0.5
DarkTemplar/Drone,1,0.5
Banshee/Probe,1,0.5
Corruptor/Probe,1,0.5
Overlord/VoidRay,1,0.5
Adept/Overlord,1,0.5
DarkTemplar/Medivac,2,0.5
Medivac/Raven,1,0.5
Infestor/Medivac,1,0.5
Battlecruiser/Medivac,1,0.5
Phoenix/SiegeTank,2,0.5
Adept/WidowMine,2,0.5
Hellion/WidowMine,2,0.5
Queen/Tempest,49,0.5102040816326531
Corruptor/Queen,35,0.5142857142857142
DarkTemplar/Liberator,34,0.5147058823529411
Immortal/VoidRay,33,0.5151515151515151
Cyclone/Queen,32,0.515625
Reaper/VoidRay,31,0.5161290322580645
Tempest/ThorAP,31,0.5161290322580645
Marine/Tempest,29,0.5172413793103449
Ghost/Marine,28,0.5178571428571429
Adept/Tempest,28,0.5178571428571429
Carrier/Hellion,26,0.5192307692307693
Baneling/HighTemplar,24,0.5208333333333334
Oracle/Stalker,22,0.5227272727272727
Phoenix/Zealot,22,0.5227272727272727
Immortal/Phoenix,43,0.5232558139534884
Marine/Ravager,21,0.5238095238095238
Roach/Stalker,20,0.525
Adept/Ghost,19,0.5263157894736842
Raven/Zealot,38,0.5263157894736842
BroodLord/SwarmHostBurrowed,18,0.5277777777777778
VoidRay/Zergling,36,0.5277777777777778
BattleHellion/Corruptor,18,0.5277777777777778
Cyclone/ThorAP,18,0.5277777777777778
Archon/Ultralisk,36,0.5277777777777778
Adept/Cyclone,18,0.5277777777777778
Marauder/VoidRay,36,0.5277777777777778
Mothership/Phoenix,17,0.5294117647058824
BattleHellion/ThorAP,17,0.5294117647058824
DarkTemplar/Ultralisk,50,0.53
HighTemplar/Ultralisk,33,0.5303030303030303
Corruptor/Ghost,33,0.5303030303030303
Raven/Zergling,32,0.53125
Oracle/Ravager,16,0.53125
Marine/Queen,32,0.53125
DarkTemplar/Hydralisk,48,0.53125
Carrier/LurkerBurrowed,15,0.5333333333333333
HighTemplar/Ravager,30,0.5333333333333333
Tempest/Zealot,15,0.5333333333333333
Stalker/Ultralisk,29,0.5344827586206896
Battlecruiser/Hellion,29,0.5344827586206896
Ravager/Tempest,29,0.5344827586206896
Carrier/WidowMineBurrowed,14,0.5357142857142857
Adept/Carrier,41,0.5365853658536586
Archon/Baneling,40,0.5375
BroodLord/Ravager,26,0.5384615384615384
Hellion/Immortal,13,0.5384615384615384
Queen/Stalker,38,0.5394736842105263
Colossus/Mutalisk,12,0.5416666666666666
DarkTemplar/Oracle,59,0.5423728813559322
DarkTemplar/HighTemplar,35,0.5428571428571428
DarkTemplar/Mothership,35,0.5428571428571428
Baneling/Liberator,23,0.5434782608695652
Infestor/Marine,23,0.5434782608695652
Banshee/DarkTemplar,57,0.543859649122807
Baneling/Corruptor,34,0.5441176470588235
HighTemplar/VikingAssault,11,0.5454545454545454
Queen/Ravager,22,0.5454545454545454
Stalker/ThorAP,11,0.5454545454545454
Roach/VikingAssault,11,0.5454545454545454
Queen/ThorAP,22,0.5454545454545454
Archon/Marine,32,0.546875
Battlecruiser/BroodLord,52,0.5480769230769231
Battlecruiser/Zergling,31,0.5483870967741935
Phoenix/VoidRay,50,0.55
Carrier/SiegeTankSieged,20,0.55
Ghost/VikingAssault,20,0.55
BroodLord/Phoenix,30,0.55
Immortal/Tempest,30,0.55
DarkTemplar/VoidRay,59,0.5508474576271186
Colossus/HighTemplar,29,0.5517241379310345
Banshee/Tempest,19,0.5526315789473685
Mutalisk/Tempest,28,0.5535714285714286
Carrier/Zealot,37,0.5540540540540541
Cyclone/DarkTemplar,64,0.5546875
Hydralisk/Oracle,18,0.5555555555555556
DarkTemplar/LiberatorAG,9,0.5555555555555556
Archon/Immortal,27,0.5555555555555556
BroodLord/Infestor,35,0.5571428571428572
Ghost/Zergling,26,0.5576923076923077
Ghost/Immortal,26,0.5576923076923077
BroodLord/Marine,26,0.5576923076923077
Banshee/Infestor,34,0.5588235294117647
Phoenix/Reaper,17,0.5588235294117647
Battlecruiser/Cyclone,42,0.5595238095238095
Archon/Reaper,25,0.56
Raven/Roach,25,0.56
Infestor/Marauder,25,0.56
Mutalisk/Queen,25,0.56
Banshee/Battlecruiser,33,0.5606060606060606
Archon/VoidRay,40,0.5625
Archon/ThorAP,16,0.5625
Infestor/ThorAP,23,0.5652173913043478
Hydralisk/Liberator,23,0.5652173913043478
Archon/Mutalisk,23,0.5652173913043478
Marine/Raven,38,0.5657894736842105
BroodLord/Ghost,30,0.5666666666666667
Raven/SwarmHostBurrowed,30,0.5666666666666667
Marauder/Oracle,15,0.5666666666666667
Banshee/Liberator,15,0.5666666666666667
Battlecruiser/Corruptor,37,0.5675675675675675
Baneling/Queen,29,0.5689655172413793
Cyclone/Tempest,35,0.5714285714285714
Archon/Ghost,35,0.5714285714285714
Lurker/ThorAP,7,0.5714285714285714
Queen/SwarmHostBurrowed,21,0.5714285714285714
Ultralisk/WidowMine,7,0.5714285714285714
Archon/BroodLord,34,0.5735294117647058
Ravager/VoidRay,27,0.5740740740740741
Phoenix/Ultralisk,33,0.5757575757575758
Oracle/Queen,26,0.5769230769230769
Tempest/Ultralisk,32,0.578125
BattleHellion/Mutalisk,19,0.5789473684210527
Oracle/Phoenix,19,0.5789473684210527
Battlecruiser/Mothership,24,0.5833333333333334
Carrier/Marauder,30,0.5833333333333334
Infestor/Zealot,30,0.5833333333333334
Colossus/DarkTemplar,54,0.5833333333333334
Raven/ThorAP,30,0.5833333333333334
HighTemplar/Lurker,6,0.5833333333333334
Lurker/Stalker,6,0.5833333333333334
Archon/Colossus,30,0.5833333333333334
Baneling/Mutalisk,30,0.5833333333333334
Carrier/SwarmHostBurrowed,35,0.5857142857142857
Marine/ThorAP,29,0.5862068965517241
Ghost/Tempest,34,0.5882352941176471
Mothership/Raven,17,0.5882352941176471
Ghost/Mutalisk,34,0.5882352941176471
DarkTemplar/Zergling,51,0.5882352941176471
Marauder/Raven,34,0.5882352941176471
Battlecruiser/Marine,28,0.5892857142857143
Ravager/Raven,33,0.5909090909090909
Banshee/Ultralisk,22,0.5909090909090909
Roach/VoidRay,22,0.5909090909090909
Baneling/Marine,22,0.5909090909090909
Tempest/VikingAssault,11,0.5909090909090909
LurkerBurrowed/VoidRay,11,0.5909090909090909
DarkTemplar/Marine,49,0.5918367346938775
Baneling/Battlecruiser,27,0.5925925925925926
Immortal/Liberator,16,0.59375
Infestor/Phoenix,32,0.59375
BattleHellion/Carrier,16,0.59375
BroodLord/DarkTemplar,58,0.5948275862068966
Immortal/ThorAP,21,0.5952380952380952
Carrier/Zergling,31,0.5967741935483871
Banshee/Raven,36,0.5972222222222222
Adept/VikingAssault,10,0.6
Hydralisk/Lurker,5,0.6
SwarmHostBurrowed/VikingAssault,15,0.6
Colossus/LiberatorAG,5,0.6
Queen/Ultralisk,35,0.6
HighTemplar/SwarmHostBurrowed,20,0.6
Cyclone/Marine,20,0.6
Hydralisk/Reaper,10,0.6
LiberatorAG/SiegeTankSieged,5,0.6
Marine/VikingAssault,5,0.6
Archon/Tempest,39,0.6025641025641025
VikingAssault/VoidRay,24,0.6041666666666666
Archon/Liberator,19,0.6052631578947368
Mutalisk/Ravager,14,0.6071428571428571
Battlecruiser/Hydralisk,23,0.6086956521739131
Carrier/Immortal,32,0.609375
BattleHellion/Infestor,18,0.6111111111111112
VikingAssault/Zealot,9,0.6111111111111112
Mutalisk/VoidRay,36,0.6111111111111112
Raven/WidowMineBurrowed,9,0.6111111111111112
Corruptor/Raven,36,0.6111111111111112
Roach/ThorAP,18,0.6111111111111112
Hellion/Mutalisk,9,0.6111111111111112
Medivac/Mutalisk,9,0.6111111111111112
DarkTemplar/Ravager,49,0.6122448979591837
Battlecruiser/Tempest,49,0.6122448979591837
DarkTemplar/Mutalisk,49,0.6122448979591837
Baneling/VoidRay,40,0.6125
Archon/VikingAssault,22,0.6136363636363636
Hydralisk/VoidRay,35,0.6142857142857143
Hydralisk/Infestor,26,0.6153846153846154
DarkTemplar/SwarmHostBurrowed,34,0.6176470588235294
Colossus/ThorAP,17,0.6176470588235294
BroodLord/Tempest,34,0.6176470588235294
Liberator/Marine,21,0.6190476190476191
Ghost/Marauder,21,0.6190476190476191
BroodLord/ThorAP,25,0.62
Ghost/Hydralisk,25,0.62
Oracle/VoidRay,29,0.6206896551724138
Carrier/Reaper,33,0.6212121212121212
BroodLord/Carrier,37,0.6216216216216216
Carrier/Stalker,37,0.6216216216216216
Battlecruiser/Colossus,37,0.6216216216216216
Battlecruiser/Mutalisk,37,0.6216216216216216
HighTemplar/Infestor,37,0.6216216216216216
Baneling/Carrier,36,0.625
Battlecruiser/Immortal,44,0.625
Phoenix/VikingAssault,20,0.625
Liberator/Roach,20,0.625
Banshee/SiegeTankSieged,8,0.625
Lurker/Phoenix,8,0.625
Infestor/Lurker,8,0.625
BroodLord/Thor,8,0.625
Lurker/Zergling,4,0.625
BroodLord/Medivac,4,0.625
Infestor/Queen,31,0.6290322580645161
Ghost/Phoenix,27,0.6296296296296297
Cyclone/Infestor,23,0.6304347826086957
Colossus/Phoenix,19,0.631578947368421
SwarmHostBurrowed/VoidRay,19,0.631578947368421
DarkTemplar/Queen,57,0.631578947368421
Adept/Raven,30,0.6333333333333333
Battlecruiser/Liberator,30,0.6333333333333333
Battlecruiser/Ultralisk,41,0.6341463414634146
HighTemplar/Raven,41,0.6341463414634146
Baneling/ThorAP,26,0.6346153846153846
Infestor/Oracle,26,0.6346153846153846
Carrier/Phoenix,44,0.6363636363636364
Infestor/VikingAssault,11,0.6363636363636364
Liberator/Ultralisk,18,0.6388888888888888
Queen/VikingAssault,18,0.6388888888888888
Carrier/Ravager,36,0.6388888888888888
Phoenix/Ravager,25,0.64
DarkTemplar/Infestor,57,0.6403508771929824
Infestor/Ultralisk,32,0.640625
Baneling/Cyclone,32,0.640625
Raven/Reaper,35,0.6428571428571429
Carrier/VikingAssault,21,0.6428571428571429
Infestor/Mutalisk,28,0.6428571428571429
Tempest/Thor,7,0.6428571428571429
HighTemplar/ThorAP,28,0.6428571428571429
Infestor/SiegeTank,14,0.6428571428571429
Cyclone/VikingAssault,7,0.6428571428571429
Ultralisk/VoidRay,38,0.6447368421052632
Marine/Oracle,17,0.6470588235294118
SwarmHostBurrowed/Ultralisk,17,0.6470588235294118
ThorAP/Ultralisk,27,0.6481481481481481
BattleHellion/Battlecruiser,27,0.6481481481481481
DarkTemplar/Stalker,64,0.6484375
Archon/Battlecruiser,37,0.6486486486486487
Corruptor/DarkTemplar,40,0.65
Immortal/Raven,40,0.65
VoidRay/Zealot,20,0.65
Mutalisk/ThorAP,20,0.65
Liberator/Stalker,10,0.65
Archon/Cyclone,20,0.65
Ghost/Medivac,10,0.65
Battlecruiser/Infestor,43,0.6511627906976745
Mutalisk/Phoenix,33,0.6515151515151515
Archon/Banshee,23,0.6521739130434783
Corruptor/Liberator,23,0.6521739130434783
Ghost/ThorAP,23,0.6521739130434783
Queen/SiegeTank,13,0.6538461538461539
Battlecruiser/HighTemplar,39,0.6538461538461539
Phoenix/Raven,52,0.6538461538461539
Cyclone/VoidRay,26,0.6538461538461539
Banshee/Hydralisk,16,0.65625
Cyclone/Liberator,16,0.65625
DarkTemplar/ThorAP,35,0.6571428571428571
Carrier/Tempest,47,0.6595744680851063
Mutalisk/Ultralisk,25,0.66
Ghost/HighTemplar,31,0.6612903225806451
Colossus/Infestor,31,0.6612903225806451
Battlecruiser/Oracle,34,0.6617647058823529
Ghost/Stalker,37,0.6621621621621622
Battlecruiser/ThorAP,46,0.6630434782608695
DarkTemplar/Ghost,52,0.6634615384615384
Archon/Thor,12,0.6666666666666666
Phoenix/Queen,30,0.6666666666666666
Ghost/Ravager,24,0.6666666666666666
Baneling/Stalker,30,0.6666666666666666
Raven/VikingAssault,21,0.6666666666666666
Archon/Oracle,21,0.6666666666666666
Infestor/Tempest,33,0.6666666666666666
Carrier/VoidRay,42,0.6666666666666666
Liberator/Oracle,18,0.6666666666666666
LiberatorAG/Queen,3,0.6666666666666666
Liberator/Thor,6,0.6666666666666666
Lurker/Marauder,3,0.6666666666666666
BattleHellion/LiberatorAG,3,0.6666666666666666
Ghost/Liberator,18,0.6666666666666666
Carrier/Roach,30,0.6666666666666666
Roach/SiegeTank,3,0.6666666666666666
Cyclone/Thor,6,0.6666666666666666
SiegeTank/Tempest,9,0.6666666666666666
SiegeTank/Stalker,6,0.6666666666666666
LiberatorAG/Zergling,3,0.6666666666666666
Queen/Thor,3,0.6666666666666666
Cyclone/SiegeTank,3,0.6666666666666666
VoidRay/WidowMine,3,0.6666666666666666
Thor/Viking,3,0.6666666666666666
Carrier/Hydralisk,32,0.671875
Cyclone/Mutalisk,26,0.6730769230769231
Battlecruiser/Stalker,26,0.6730769230769231
Battlecruiser/Reaper,26,0.6730769230769231
Archon/DarkTemplar,66,0.6742424242424242
ThorAP/VoidRay,20,0.675
Baneling/Phoenix,20,0.675
Banshee/Queen,34,0.6764705882352942
Banshee/VikingAssault,14,0.6785714285714286
Carrier/Queen,47,0.6808510638297872
Ravager/ThorAP,22,0.6818181818181818
Ghost/Infestor,22,0.6818181818181818
Liberator/VoidRay,33,0.6818181818181818
Colossus/Raven,41,0.6829268292682927
Hellion/Raven,27,0.6851851851851852
Battlecruiser/Ravager,24,0.6875
Infestor/Stalker,32,0.6875
Cyclone/Ghost,29,0.6896551724137931
Carrier/Mothership,21,0.6904761904761905
Battlecruiser/Ghost,47,0.6914893617021277
DarkTemplar/Tempest,65,0.6923076923076923
Battlecruiser/WidowMineBurrowed,13,0.6923076923076923
Mutalisk/VikingAssault,13,0.6923076923076923
Raven/VoidRay,46,0.6956521739130435
Battlecruiser/VoidRay,46,0.6956521739130435
Battlecruiser/SwarmHostBurrowed,23,0.6956521739130435
Carrier/Marine,28,0.6964285714285714
Ghost/VoidRay,28,0.6964285714285714
Baneling/Tempest,33,0.696969696969697
Raven/Stalker,43,0.6976744186046512
Battlecruiser/Queen,43,0.6976744186046512
Carrier/HighTemplar,35,0.7
Phoenix/Tempest,35,0.7
Liberator/Ravager,15,0.7
Ghost/SiegeTank,5,0.7
Queen/VoidRay,30,0.7
BroodLord/Liberator,20,0.7
Cyclone/Lurker,5,0.7
Archon/Mothership,5,0.7
Roach/Thor,5,0.7
Liberator/Mothership,5,0.7
Archon/Carrier,47,0.7021276595744681
Cyclone/HighTemplar,27,0.7037037037037037
Archon/Infestor,24,0.7083333333333334
Liberator/Mutalisk,12,0.7083333333333334
Battlecruiser/LurkerBurrowed,19,0.7105263157894737
DarkTemplar/Phoenix,52,0.7115384615384616
DarkTemplar/Raven,66,0.7121212121212122
Battlecruiser/DarkTemplar,61,0.7131147540983607
Carrier/ThorAP,21,0.7142857142857143
Hellion/Roach,7,0.7142857142857143
Phoenix/Thor,7,0.7142857142857143
Hydralisk/Raven,44,0.7159090909090909
BattleHellion/Raven,30,0.7166666666666667
SwarmHostBurrowed/Tempest,16,0.71875
Liberator/Phoenix,25,0.72
Carrier/Infestor,43,0.7209302325581395
Carrier/Colossus,36,0.7222222222222222
Corruptor/VikingAssault,9,0.7222222222222222
Battlecruiser/Phoenix,40,0.725
Ultralisk/VikingAssault,11,0.7272727272727273
Cyclone/Raven,26,0.7307692307692307
Baneling/Infestor,41,0.7317073170731707
Carrier/Cyclone,30,0.7333333333333333
Queen/Raven,45,0.7333333333333333
Ghost/Raven,34,0.7352941176470589
Infestor/VoidRay,40,0.7375
Infestor/Liberator,21,0.7380952380952381
Archon/Phoenix,31,0.7419354838709677
Carrier/Mutalisk,35,0.7428571428571429
Infestor/Raven,55,0.7454545454545455
Oracle/Raven,38,0.75
Marine/Thor,4,0.75
DarkTemplar/Thor,6,0.75
Carrier/Corruptor,48,0.75
HighTemplar/WidowMineBurrowed,6,0.75
Corruptor/WidowMine,2,0.75
Stalker/Thor,6,0.75
LiberatorAG/Stalker,4,0.75
BattleHellion/Lurker,6,0.75
Oracle/Thor,4,0.75
WidowMine/Zealot,4,0.75
BattleHellion/Thor,4,0.75
Medivac/Oracle,2,0.75
Carrier/DarkTemplar,54,0.7592592592592593
Battlecruiser/VikingAssault,21,0.7619047619047619
Baneling/Raven,21,0.7619047619047619
DarkTemplar/VikingAssault,21,0.7619047619047619
Baneling/VikingAssault,17,0.7647058823529411
Raven/Ultralisk,41,0.7682926829268293
BroodLord/VikingAssault,13,0.7692307692307693
Battlecruiser/Carrier,57,0.7719298245614035
Baneling/WidowMine,9,0.7777777777777778
Infestor/Ravager,23,0.782608695652174
BroodLord/Raven,40,0.7875
Carrier/Liberator,24,0.7916666666666666
Carrier/Ghost,40,0.8
Oracle/VikingAssault,15,0.8
HighTemplar/Thor,10,0.8
Mutalisk/Thor,5,0.8
Carrier/Medivac,5,0.8
Liberator/ThorAP,17,0.8235294117647058
Baneling/Thor,6,0.8333333333333334
Lurker/Mutalisk,3,0.8333333333333334
Colossus/VikingAssault,12,0.8333333333333334
Lurker/Raven,9,0.8333333333333334
LiberatorAG/ThorAP,3,0.8333333333333334
Ghost/Thor,9,0.8333333333333334
Archon/SiegeTank,3,0.8333333333333334
Raven/SiegeTank,6,0.8333333333333334
Liberator/Raven,16,0.84375
Thor/Ultralisk,10,0.85
Battlecruiser/Raven,53,0.8584905660377359
Carrier/Raven,50,0.87
Mothership/Thor,4,0.875
Medivac/Tempest,4,0.875
Raven/Tempest,44,0.8863636363636364
Raven/Thor,5,0.9
SiegeTank/SiegeTankSieged,6,0.9166666666666666
Ghost/Lurker,7,0.9285714285714286
Carrier/Thor,9,0.9444444444444444
Corruptor/Lurker,2,1.0
Thor/Zealot,4,1.0
Lurker/VikingAssault,1,1.0
Ravager/Thor,6,1.0
Lurker/WidowMine,1,1.0
LiberatorAG/Ultralisk,2,1.0
Battlecruiser/WidowMine,3,1.0
Roach/WidowMine,2,1.0
Carrier/WidowMine,2,1.0
Lurker/Tempest,2,1.0
LiberatorAG/Reaper,1,1.0
Carrier/LiberatorAG,2,1.0
Liberator/WidowMine,1,1.0
Archon/WidowMine,2,1.0
Reaper/WidowMine,1,1.0
Lurker/Thor,1,1.0
Thor/VikingAssault,1,1.0
Stalker/WidowMine,1,1.0
Mothership/WidowMine,1,1.0
ThorAP/WidowMine,2,1.0
BattleHellion/WidowMine,2,1.0
LiberatorAG/SwarmHostBurrowed,1,1.0
Mutalisk/SCV,1,1.0
Colossus/WidowMine,2,1.0
Liberator/LiberatorAG,1,1.0
Battlecruiser/Overlord,1,1.0
Marine/Overlord,1,1.0
Probe/Tempest,1,1.0
Ghost/Probe,1,1.0
Archon/Probe,1,1.0
Marine/Probe,1,1.0
Drone/Stalker,1,1.0
Overlord/Ultralisk,1,1.0
Cyclone/Probe,1,1.0
Colossus/Drone,1,1.0
Liberator/Medivac,1,1.0
Baneling/SCV,1,1.0
Liberator/SCV,1,1.0
Liberator/VikingAssault,3,1.0
Ghost/WidowMine,1,1.0
Ravager/WidowMine,1,1.0
Tempest/WidowMine,1,1.0
Lurker/Reaper,2,1.0
Adept/Thor,2,1.0
Immortal/WidowMine,2,1.0
Hydralisk/WidowMine,1,1.0
Cyclone/WidowMine,1,1.0
Oracle/WidowMine,1,1.0
